都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,介護サービス事業所名称,介護サービス事業所名称_カナ,実施サービス,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,備考
38201,0000002086,愛媛県,松山市,たかおか眼科・内科クリニック,ﾀｶｵｶｶﾞﾝｶﾅｲｶｸﾘﾆｯｸ,訪問看護,松山市竹原2ｰ1ｰ50 1階,,33.8316782,132.7530047,089-921-7000,,,,医療法人たかおか眼科・内科クリニック,3810115869,,,,,
38201,0000002087,愛媛県,松山市,たかおか眼科・内科クリニック,ﾀｶｵｶｶﾞﾝｶﾅｲｶｸﾘﾆｯｸ,訪問リハビリテーション,松山市竹原2ｰ1ｰ50 1階,,33.8316782,132.7530047,089-921-7000,,,,医療法人たかおか眼科・内科クリニック,3810115869,,,,,
38201,0000002088,愛媛県,松山市,たかおか眼科・内科クリニック,ﾀｶｵｶｶﾞﾝｶﾅｲｶｸﾘﾆｯｸ,居宅療養管理指導,松山市竹原2ｰ1ｰ50 1階,,33.8316782,132.7530047,089-921-7000,,,,医療法人たかおか眼科・内科クリニック,3810115869,,,,,
38201,0000002089,愛媛県,松山市,たかおか眼科・内科クリニック,ﾀｶｵｶｶﾞﾝｶﾅｲｶｸﾘﾆｯｸ,通所リハビリテーション,松山市竹原2ｰ1ｰ50 1階,,33.8316782,132.7530047,089-921-7000,,,,医療法人たかおか眼科・内科クリニック,3810115869,,,,,
38201,0000002090,愛媛県,松山市,たかおか眼科・内科クリニック,ﾀｶｵｶｶﾞﾝｶﾅｲｶｸﾘﾆｯｸ,介護予防訪問看護,松山市竹原2ｰ1ｰ50 1階,,33.8316782,132.7530047,089-921-7000,,,,医療法人たかおか眼科・内科クリニック,3810115869,,,,,
38201,0000002091,愛媛県,松山市,たかおか眼科・内科クリニック,ﾀｶｵｶｶﾞﾝｶﾅｲｶｸﾘﾆｯｸ,介護予防訪問リハビリテーション,松山市竹原2ｰ1ｰ50 1階,,33.8316782,132.7530047,089-921-7000,,,,医療法人たかおか眼科・内科クリニック,3810115869,,,,,
38201,0000002092,愛媛県,松山市,たかおか眼科・内科クリニック,ﾀｶｵｶｶﾞﾝｶﾅｲｶｸﾘﾆｯｸ,介護予防居宅療養管理指導,松山市竹原2ｰ1ｰ50 1階,,33.8316782,132.7530047,089-921-7000,,,,医療法人たかおか眼科・内科クリニック,3810115869,,,,,
38201,0000002093,愛媛県,松山市,たかおか眼科・内科クリニック,ﾀｶｵｶｶﾞﾝｶﾅｲｶｸﾘﾆｯｸ,介護予防通所リハビリテーション,松山市竹原2ｰ1ｰ50 1階,,33.8316782,132.7530047,089-921-7000,,,,医療法人たかおか眼科・内科クリニック,3810115869,,,,,
38201,0000002094,愛媛県,松山市,鎌田リウマチ・整形外科,ｶﾏﾀﾞﾘｳﾏﾁ･ｾｲｹｲｹﾞｶ,訪問看護,松山市東垣生町173ｰ1,,33.8125857,132.7150721,089-972-5222,,,,医療法人鎌田リウマチ・整形外科,3810115877,,,,,
38201,0000002095,愛媛県,松山市,鎌田リウマチ・整形外科,ｶﾏﾀﾞﾘｳﾏﾁ･ｾｲｹｲｹﾞｶ,訪問リハビリテーション,松山市東垣生町173ｰ1,,33.8125857,132.7150721,089-972-5222,,,,医療法人鎌田リウマチ・整形外科,3810115877,,,,,
38201,0000002096,愛媛県,松山市,鎌田リウマチ・整形外科,ｶﾏﾀﾞﾘｳﾏﾁ･ｾｲｹｲｹﾞｶ,居宅療養管理指導,松山市東垣生町173ｰ1,,33.8125857,132.7150721,089-972-5222,,,,医療法人鎌田リウマチ・整形外科,3810115877,,,,,
38201,0000002097,愛媛県,松山市,鎌田リウマチ・整形外科,ｶﾏﾀﾞﾘｳﾏﾁ･ｾｲｹｲｹﾞｶ,通所リハビリテーション,松山市東垣生町173ｰ1,,33.8125857,132.7150721,089-972-5222,,,,医療法人鎌田リウマチ・整形外科,3810115877,,,,,
38201,0000002098,愛媛県,松山市,鎌田リウマチ・整形外科,ｶﾏﾀﾞﾘｳﾏﾁ･ｾｲｹｲｹﾞｶ,介護予防訪問看護,松山市東垣生町173ｰ1,,33.8125857,132.7150721,089-972-5222,,,,医療法人鎌田リウマチ・整形外科,3810115877,,,,,
38201,0000002099,愛媛県,松山市,鎌田リウマチ・整形外科,ｶﾏﾀﾞﾘｳﾏﾁ･ｾｲｹｲｹﾞｶ,介護予防訪問リハビリテーション,松山市東垣生町173ｰ1,,33.8125857,132.7150721,089-972-5222,,,,医療法人鎌田リウマチ・整形外科,3810115877,,,,,
38201,0000002100,愛媛県,松山市,鎌田リウマチ・整形外科,ｶﾏﾀﾞﾘｳﾏﾁ･ｾｲｹｲｹﾞｶ,介護予防居宅療養管理指導,松山市東垣生町173ｰ1,,33.8125857,132.7150721,089-972-5222,,,,医療法人鎌田リウマチ・整形外科,3810115877,,,,,
38201,0000002101,愛媛県,松山市,鎌田リウマチ・整形外科,ｶﾏﾀﾞﾘｳﾏﾁ･ｾｲｹｲｹﾞｶ,介護予防通所リハビリテーション,松山市東垣生町173ｰ1,,33.8125857,132.7150721,089-972-5222,,,,医療法人鎌田リウマチ・整形外科,3810115877,,,,,
38201,0000002102,愛媛県,松山市,いろはホームケアクリニック,ｲﾛﾊﾎｰﾑｹｱｸﾘﾆｯｸ,訪問看護,松山市南久米町636ｰ17,,33.8135977,132.8048384,089-909-3688,,,,飯森　俊介,3810115885,,,,,
38201,0000002103,愛媛県,松山市,いろはホームケアクリニック,ｲﾛﾊﾎｰﾑｹｱｸﾘﾆｯｸ,訪問リハビリテーション,松山市南久米町636ｰ17,,33.8135977,132.8048384,089-909-3688,,,,飯森　俊介,3810115885,,,,,
38201,0000002104,愛媛県,松山市,いろはホームケアクリニック,ｲﾛﾊﾎｰﾑｹｱｸﾘﾆｯｸ,居宅療養管理指導,松山市南久米町636ｰ17,,33.8135977,132.8048384,089-909-3688,,,,飯森　俊介,3810115885,,,,,
38201,0000002105,愛媛県,松山市,いろはホームケアクリニック,ｲﾛﾊﾎｰﾑｹｱｸﾘﾆｯｸ,通所リハビリテーション,松山市南久米町636ｰ17,,33.8135977,132.8048384,089-909-3688,,,,飯森　俊介,3810115885,,,,,
38201,0000002106,愛媛県,松山市,いろはホームケアクリニック,ｲﾛﾊﾎｰﾑｹｱｸﾘﾆｯｸ,介護予防訪問看護,松山市南久米町636ｰ17,,33.8135977,132.8048384,089-909-3688,,,,飯森　俊介,3810115885,,,,,
38201,0000002107,愛媛県,松山市,いろはホームケアクリニック,ｲﾛﾊﾎｰﾑｹｱｸﾘﾆｯｸ,介護予防訪問リハビリテーション,松山市南久米町636ｰ17,,33.8135977,132.8048384,089-909-3688,,,,飯森　俊介,3810115885,,,,,
38201,0000002108,愛媛県,松山市,いろはホームケアクリニック,ｲﾛﾊﾎｰﾑｹｱｸﾘﾆｯｸ,介護予防居宅療養管理指導,松山市南久米町636ｰ17,,33.8135977,132.8048384,089-909-3688,,,,飯森　俊介,3810115885,,,,,
38201,0000002109,愛媛県,松山市,いろはホームケアクリニック,ｲﾛﾊﾎｰﾑｹｱｸﾘﾆｯｸ,介護予防通所リハビリテーション,松山市南久米町636ｰ17,,33.8135977,132.8048384,089-909-3688,,,,飯森　俊介,3810115885,,,,,
38201,0000002110,愛媛県,松山市,医療法人聖美会　ＪＯＥクリニック,ｲﾘｮｳﾎｳｼﾞﾝｾｲﾋﾞｶｲ ｼﾞｮｳｸﾘﾆｯｸ,訪問看護,松山市千舟町4ｰ3-7青野ﾋﾞﾙ3階,,33.8365672,132.7650501,089-915-5560,,,,医療法人聖美会,3810115893,,,,,
38201,0000002111,愛媛県,松山市,医療法人聖美会　ＪＯＥクリニック,ｲﾘｮｳﾎｳｼﾞﾝｾｲﾋﾞｶｲ ｼﾞｮｳｸﾘﾆｯｸ,訪問リハビリテーション,松山市千舟町4ｰ3-7青野ﾋﾞﾙ3階,,33.8365672,132.7650501,089-915-5560,,,,医療法人聖美会,3810115893,,,,,
38201,0000002112,愛媛県,松山市,医療法人聖美会　ＪＯＥクリニック,ｲﾘｮｳﾎｳｼﾞﾝｾｲﾋﾞｶｲ ｼﾞｮｳｸﾘﾆｯｸ,居宅療養管理指導,松山市千舟町4ｰ3-7青野ﾋﾞﾙ3階,,33.8365672,132.7650501,089-915-5560,,,,医療法人聖美会,3810115893,,,,,
38201,0000002113,愛媛県,松山市,医療法人聖美会　ＪＯＥクリニック,ｲﾘｮｳﾎｳｼﾞﾝｾｲﾋﾞｶｲ ｼﾞｮｳｸﾘﾆｯｸ,通所リハビリテーション,松山市千舟町4ｰ3-7青野ﾋﾞﾙ3階,,33.8365672,132.7650501,089-915-5560,,,,医療法人聖美会,3810115893,,,,,
38201,0000002114,愛媛県,松山市,医療法人聖美会　ＪＯＥクリニック,ｲﾘｮｳﾎｳｼﾞﾝｾｲﾋﾞｶｲ ｼﾞｮｳｸﾘﾆｯｸ,介護予防訪問看護,松山市千舟町4ｰ3-7青野ﾋﾞﾙ3階,,33.8365672,132.7650501,089-915-5560,,,,医療法人聖美会,3810115893,,,,,
38201,0000002115,愛媛県,松山市,医療法人聖美会　ＪＯＥクリニック,ｲﾘｮｳﾎｳｼﾞﾝｾｲﾋﾞｶｲ ｼﾞｮｳｸﾘﾆｯｸ,介護予防訪問リハビリテーション,松山市千舟町4ｰ3-7青野ﾋﾞﾙ3階,,33.8365672,132.7650501,089-915-5560,,,,医療法人聖美会,3810115893,,,,,
38201,0000002116,愛媛県,松山市,医療法人聖美会　ＪＯＥクリニック,ｲﾘｮｳﾎｳｼﾞﾝｾｲﾋﾞｶｲ ｼﾞｮｳｸﾘﾆｯｸ,介護予防居宅療養管理指導,松山市千舟町4ｰ3-7青野ﾋﾞﾙ3階,,33.8365672,132.7650501,089-915-5560,,,,医療法人聖美会,3810115893,,,,,
38201,0000002117,愛媛県,松山市,医療法人聖美会　ＪＯＥクリニック,ｲﾘｮｳﾎｳｼﾞﾝｾｲﾋﾞｶｲ ｼﾞｮｳｸﾘﾆｯｸ,介護予防通所リハビリテーション,松山市千舟町4ｰ3-7青野ﾋﾞﾙ3階,,33.8365672,132.7650501,089-915-5560,,,,医療法人聖美会,3810115893,,,,,
38201,0000002118,愛媛県,松山市,ひいらぎこどもクリニック,ﾋｲﾗｷﾞｺﾄﾞﾓｸﾘﾆｯｸ,訪問看護,松山市別府町442ｰ1,,33.8446802,132.7226044,089-951-4421,,,,医療法人雙柊会,3810115901,,,,,
38201,0000002119,愛媛県,松山市,ひいらぎこどもクリニック,ﾋｲﾗｷﾞｺﾄﾞﾓｸﾘﾆｯｸ,訪問リハビリテーション,松山市別府町442ｰ1,,33.8446802,132.7226044,089-951-4421,,,,医療法人雙柊会,3810115901,,,,,
38201,0000002120,愛媛県,松山市,ひいらぎこどもクリニック,ﾋｲﾗｷﾞｺﾄﾞﾓｸﾘﾆｯｸ,居宅療養管理指導,松山市別府町442ｰ1,,33.8446802,132.7226044,089-951-4421,,,,医療法人雙柊会,3810115901,,,,,
38201,0000002121,愛媛県,松山市,ひいらぎこどもクリニック,ﾋｲﾗｷﾞｺﾄﾞﾓｸﾘﾆｯｸ,通所リハビリテーション,松山市別府町442ｰ1,,33.8446802,132.7226044,089-951-4421,,,,医療法人雙柊会,3810115901,,,,,
38201,0000002122,愛媛県,松山市,ひいらぎこどもクリニック,ﾋｲﾗｷﾞｺﾄﾞﾓｸﾘﾆｯｸ,介護予防訪問看護,松山市別府町442ｰ1,,33.8446802,132.7226044,089-951-4421,,,,医療法人雙柊会,3810115901,,,,,
38201,0000002123,愛媛県,松山市,ひいらぎこどもクリニック,ﾋｲﾗｷﾞｺﾄﾞﾓｸﾘﾆｯｸ,介護予防訪問リハビリテーション,松山市別府町442ｰ1,,33.8446802,132.7226044,089-951-4421,,,,医療法人雙柊会,3810115901,,,,,
38201,0000002124,愛媛県,松山市,ひいらぎこどもクリニック,ﾋｲﾗｷﾞｺﾄﾞﾓｸﾘﾆｯｸ,介護予防居宅療養管理指導,松山市別府町442ｰ1,,33.8446802,132.7226044,089-951-4421,,,,医療法人雙柊会,3810115901,,,,,
38201,0000002125,愛媛県,松山市,ひいらぎこどもクリニック,ﾋｲﾗｷﾞｺﾄﾞﾓｸﾘﾆｯｸ,介護予防通所リハビリテーション,松山市別府町442ｰ1,,33.8446802,132.7226044,089-951-4421,,,,医療法人雙柊会,3810115901,,,,,
38201,0000002126,愛媛県,松山市,まつやま余戸南診療所,ﾏﾂﾔﾏﾖｳｺﾞﾐﾅﾐｼﾝﾘｮｳｼﾞｮ,訪問看護,松山市余戸南1ｰ24ｰ31,,33.8133252,132.7395251,089-965-0373,,,,医療法人響き会,3810115919,,,,,
38201,0000002127,愛媛県,松山市,まつやま余戸南診療所,ﾏﾂﾔﾏﾖｳｺﾞﾐﾅﾐｼﾝﾘｮｳｼﾞｮ,訪問リハビリテーション,松山市余戸南1ｰ24ｰ31,,33.8133252,132.7395251,089-965-0373,,,,医療法人響き会,3810115919,,,,,
38201,0000002128,愛媛県,松山市,まつやま余戸南診療所,ﾏﾂﾔﾏﾖｳｺﾞﾐﾅﾐｼﾝﾘｮｳｼﾞｮ,居宅療養管理指導,松山市余戸南1ｰ24ｰ31,,33.8133252,132.7395251,089-965-0373,,,,医療法人響き会,3810115919,,,,,
38201,0000002129,愛媛県,松山市,まつやま余戸南診療所,ﾏﾂﾔﾏﾖｳｺﾞﾐﾅﾐｼﾝﾘｮｳｼﾞｮ,通所リハビリテーション,松山市余戸南1ｰ24ｰ31,,33.8133252,132.7395251,089-965-0373,,,,医療法人響き会,3810115919,,,,,
38201,0000002130,愛媛県,松山市,まつやま余戸南診療所,ﾏﾂﾔﾏﾖｳｺﾞﾐﾅﾐｼﾝﾘｮｳｼﾞｮ,介護予防訪問看護,松山市余戸南1ｰ24ｰ31,,33.8133252,132.7395251,089-965-0373,,,,医療法人響き会,3810115919,,,,,
38201,0000002131,愛媛県,松山市,まつやま余戸南診療所,ﾏﾂﾔﾏﾖｳｺﾞﾐﾅﾐｼﾝﾘｮｳｼﾞｮ,介護予防訪問リハビリテーション,松山市余戸南1ｰ24ｰ31,,33.8133252,132.7395251,089-965-0373,,,,医療法人響き会,3810115919,,,,,
38201,0000002132,愛媛県,松山市,まつやま余戸南診療所,ﾏﾂﾔﾏﾖｳｺﾞﾐﾅﾐｼﾝﾘｮｳｼﾞｮ,介護予防居宅療養管理指導,松山市余戸南1ｰ24ｰ31,,33.8133252,132.7395251,089-965-0373,,,,医療法人響き会,3810115919,,,,,
38201,0000002133,愛媛県,松山市,まつやま余戸南診療所,ﾏﾂﾔﾏﾖｳｺﾞﾐﾅﾐｼﾝﾘｮｳｼﾞｮ,介護予防通所リハビリテーション,松山市余戸南1ｰ24ｰ31,,33.8133252,132.7395251,089-965-0373,,,,医療法人響き会,3810115919,,,,,
38201,0000002134,愛媛県,松山市,真光園,ｼﾝｺｳｴﾝ,訪問看護,松山市南高井町1491,,33.7948748,132.8032376,,,,,一般財団法人　真光会,3810118020,,,,,
38201,0000002135,愛媛県,松山市,真光園,ｼﾝｺｳｴﾝ,訪問リハビリテーション,松山市南高井町1491,,33.7948748,132.8032376,,,,,一般財団法人　真光会,3810118020,,,,,
38201,0000002136,愛媛県,松山市,真光園,ｼﾝｺｳｴﾝ,居宅療養管理指導,松山市南高井町1491,,33.7948748,132.8032376,,,,,一般財団法人　真光会,3810118020,,,,,
38201,0000002137,愛媛県,松山市,真光園,ｼﾝｺｳｴﾝ,通所リハビリテーション,松山市南高井町1491,,33.7948748,132.8032376,089-975-2000,,,,一般財団法人　真光会,3810118020,,,,,
38201,0000002138,愛媛県,松山市,真光園,ｼﾝｺｳｴﾝ,介護予防訪問看護,松山市南高井町1491,,33.7948748,132.8032376,089-975-2000,,,,一般財団法人　真光会,3810118020,,,,,
38201,0000002139,愛媛県,松山市,真光園,ｼﾝｺｳｴﾝ,介護予防訪問リハビリテーション,松山市南高井町1491,,33.7948748,132.8032376,089-975-2000,,,,一般財団法人　真光会,3810118020,,,,,
38201,0000002140,愛媛県,松山市,真光園,ｼﾝｺｳｴﾝ,介護予防居宅療養管理指導,松山市南高井町1491,,33.7948748,132.8032376,089-975-2000,,,,一般財団法人　真光会,3810118020,,,,,
38201,0000002141,愛媛県,松山市,真光園,ｼﾝｺｳｴﾝ,介護予防通所リハビリテーション,松山市南高井町1491,,33.7948748,132.8032376,089-975-2000,,,,一般財団法人　真光会,3810118020,,,,,
38201,0000002142,愛媛県,松山市,医療法人敬愛会久米病院,ｲﾘｮｳﾎｳｼﾞﾝｹｲｱｲｶｲｸﾒﾋﾞｮｳｲﾝ,訪問看護,松山市南久米町723,,33.8120348,132.8017452,,,,,医療法人  敬愛会,3810118038,,,,,
38201,0000002143,愛媛県,松山市,医療法人敬愛会久米病院,ｲﾘｮｳﾎｳｼﾞﾝｹｲｱｲｶｲｸﾒﾋﾞｮｳｲﾝ,訪問リハビリテーション,松山市南久米町723,,33.8120348,132.8017452,,,,,医療法人  敬愛会,3810118038,,,,,
38201,0000002144,愛媛県,松山市,医療法人敬愛会久米病院,ｲﾘｮｳﾎｳｼﾞﾝｹｲｱｲｶｲｸﾒﾋﾞｮｳｲﾝ,居宅療養管理指導,松山市南久米町723,,33.8120348,132.8017452,,,,,医療法人  敬愛会,3810118038,,,,,
38201,0000002145,愛媛県,松山市,医療法人敬愛会久米病院,ｲﾘｮｳﾎｳｼﾞﾝｹｲｱｲｶｲｸﾒﾋﾞｮｳｲﾝ,通所リハビリテーション,松山市南久米町723,,33.8120348,132.8017452,089-975-0503,,,,医療法人  敬愛会,3810118038,,,,,
38201,0000002146,愛媛県,松山市,医療法人敬愛会久米病院,ｲﾘｮｳﾎｳｼﾞﾝｹｲｱｲｶｲｸﾒﾋﾞｮｳｲﾝ,介護予防訪問看護,松山市南久米町723,,33.8120348,132.8017452,089-975-0503,,,,医療法人  敬愛会,3810118038,,,,,
38201,0000002147,愛媛県,松山市,医療法人敬愛会久米病院,ｲﾘｮｳﾎｳｼﾞﾝｹｲｱｲｶｲｸﾒﾋﾞｮｳｲﾝ,介護予防訪問リハビリテーション,松山市南久米町723,,33.8120348,132.8017452,089-975-0503,,,,医療法人  敬愛会,3810118038,,,,,
38201,0000002148,愛媛県,松山市,医療法人敬愛会久米病院,ｲﾘｮｳﾎｳｼﾞﾝｹｲｱｲｶｲｸﾒﾋﾞｮｳｲﾝ,介護予防居宅療養管理指導,松山市南久米町723,,33.8120348,132.8017452,089-975-0503,,,,医療法人  敬愛会,3810118038,,,,,
38201,0000002149,愛媛県,松山市,医療法人敬愛会久米病院,ｲﾘｮｳﾎｳｼﾞﾝｹｲｱｲｶｲｸﾒﾋﾞｮｳｲﾝ,介護予防通所リハビリテーション,松山市南久米町723,,33.8120348,132.8017452,089-975-0503,,,,医療法人  敬愛会,3810118038,,,,,
38201,0000002150,愛媛県,松山市,松山赤十字病院,ﾏﾂﾔﾏｾｷｼﾞｭｳｼﾞﾋﾞｮｳｲﾝ,訪問看護,松山市文京町1,,33.8484429,132.7741717,089-924-1111,,,,日本赤十字社　,3810118111,,,,,
38201,0000002151,愛媛県,松山市,松山赤十字病院,ﾏﾂﾔﾏｾｷｼﾞｭｳｼﾞﾋﾞｮｳｲﾝ,訪問リハビリテーション,松山市文京町1,,33.8484429,132.7741717,089-924-1111,,,,日本赤十字社　,3810118111,,,,,
38201,0000002152,愛媛県,松山市,松山赤十字病院,ﾏﾂﾔﾏｾｷｼﾞｭｳｼﾞﾋﾞｮｳｲﾝ,居宅療養管理指導,松山市文京町1,,33.8484429,132.7741717,089-924-1111,,,,日本赤十字社　,3810118111,,,,,
38201,0000002153,愛媛県,松山市,松山赤十字病院,ﾏﾂﾔﾏｾｷｼﾞｭｳｼﾞﾋﾞｮｳｲﾝ,通所リハビリテーション,松山市文京町1,,33.8484429,132.7741717,089-924-1111,,,,日本赤十字社　,3810118111,,,,,
38201,0000002154,愛媛県,松山市,松山赤十字病院,ﾏﾂﾔﾏｾｷｼﾞｭｳｼﾞﾋﾞｮｳｲﾝ,介護予防訪問看護,松山市文京町1,,33.8484429,132.7741717,089-924-1111,,,,日本赤十字社　,3810118111,,,,,
38201,0000002155,愛媛県,松山市,松山赤十字病院,ﾏﾂﾔﾏｾｷｼﾞｭｳｼﾞﾋﾞｮｳｲﾝ,介護予防訪問リハビリテーション,松山市文京町1,,33.8484429,132.7741717,089-924-1111,,,,日本赤十字社　,3810118111,,,,,
38201,0000002156,愛媛県,松山市,松山赤十字病院,ﾏﾂﾔﾏｾｷｼﾞｭｳｼﾞﾋﾞｮｳｲﾝ,介護予防居宅療養管理指導,松山市文京町1,,33.8484429,132.7741717,089-924-1111,,,,日本赤十字社　,3810118111,,,,,
38201,0000002157,愛媛県,松山市,松山赤十字病院,ﾏﾂﾔﾏｾｷｼﾞｭｳｼﾞﾋﾞｮｳｲﾝ,介護予防通所リハビリテーション,松山市文京町1,,33.8484429,132.7741717,089-924-1111,,,,日本赤十字社　,3810118111,,,,,
38201,0000002158,愛媛県,松山市,一色眼科,ｲｯｼｷｶﾞﾝｶ,訪問看護,松山市小坂5ｰ7ｰ7,,33.8250299,132.7801998,,,,,＊,3810118491,,,,,
38201,0000002159,愛媛県,松山市,一色眼科,ｲｯｼｷｶﾞﾝｶ,訪問リハビリテーション,松山市小坂5ｰ7ｰ7,,33.8250299,132.7801998,,,,,＊,3810118491,,,,,
38201,0000002160,愛媛県,松山市,一色眼科,ｲｯｼｷｶﾞﾝｶ,居宅療養管理指導,松山市小坂5ｰ7ｰ7,,33.8250299,132.7801998,,,,,＊,3810118491,,,,,
38201,0000002161,愛媛県,松山市,一色眼科,ｲｯｼｷｶﾞﾝｶ,通所リハビリテーション,松山市小坂5ｰ7ｰ7,,33.8250299,132.7801998,089-932-1105,,,,＊,3810118491,,,,,
38201,0000002162,愛媛県,松山市,一色眼科,ｲｯｼｷｶﾞﾝｶ,介護予防訪問看護,松山市小坂5ｰ7ｰ7,,33.8250299,132.7801998,089-932-1105,,,,＊,3810118491,,,,,
38201,0000002163,愛媛県,松山市,一色眼科,ｲｯｼｷｶﾞﾝｶ,介護予防訪問リハビリテーション,松山市小坂5ｰ7ｰ7,,33.8250299,132.7801998,089-932-1105,,,,＊,3810118491,,,,,
38201,0000002164,愛媛県,松山市,一色眼科,ｲｯｼｷｶﾞﾝｶ,介護予防居宅療養管理指導,松山市小坂5ｰ7ｰ7,,33.8250299,132.7801998,089-932-1105,,,,＊,3810118491,,,,,
38201,0000002165,愛媛県,松山市,一色眼科,ｲｯｼｷｶﾞﾝｶ,介護予防通所リハビリテーション,松山市小坂5ｰ7ｰ7,,33.8250299,132.7801998,089-932-1105,,,,＊,3810118491,,,,,
38201,0000002166,愛媛県,松山市,山本整形外科,ﾔﾏﾓﾄｾｲｹｲｹﾞｶ,訪問リハビリテーション,松山市内宮町533ｰ4,,33.8922101,132.7486733,,,,,医療法人  山本整形外科,3810118517,,,,,
38201,0000002167,愛媛県,松山市,山本整形外科,ﾔﾏﾓﾄｾｲｹｲｹﾞｶ,通所リハビリテーション,松山市内宮町533ｰ4,,33.8922101,132.7486733,089-979-5151,,089-979-5055,,医療法人  山本整形外科,3810118517,,,,,
38201,0000002168,愛媛県,松山市,山本整形外科,ﾔﾏﾓﾄｾｲｹｲｹﾞｶ,介護予防訪問リハビリテーション,松山市内宮町533ｰ4,,33.8922101,132.7486733,,,,,医療法人  山本整形外科,3810118517,,,,,
38201,0000002169,愛媛県,松山市,山本整形外科,ﾔﾏﾓﾄｾｲｹｲｹﾞｶ,介護予防通所リハビリテーション,松山市内宮町533ｰ4,,33.8922101,132.7486733,089-979-5151,,089-979-5055,,医療法人  山本整形外科,3810118517,,,,,
38201,0000002170,愛媛県,松山市,渡部医院,ﾜﾀﾅﾍﾞｲｲﾝ,居宅療養管理指導,松山市南斎院町883,,33.8321456,132.7275028,,,,,＊,3810120638,,,,,
38201,0000002171,愛媛県,松山市,渡部医院,ﾜﾀﾅﾍﾞｲｲﾝ,通所リハビリテーション,松山市南斎院町883,,33.8321456,132.7275028,089-972-0638,,,,＊,3810120638,,,,,
38201,0000002172,愛媛県,松山市,渡部医院,ﾜﾀﾅﾍﾞｲｲﾝ,介護予防居宅療養管理指導,松山市南斎院町883,,33.8321456,132.7275028,089-972-0638,,,,＊,3810120638,,,,,
38201,0000002173,愛媛県,松山市,渡部医院,ﾜﾀﾅﾍﾞｲｲﾝ,介護予防通所リハビリテーション,松山市南斎院町883,,33.8321456,132.7275028,089-972-0638,,,,＊,3810120638,,,,,
38201,0000002174,愛媛県,松山市,谷水内科医院,ﾀﾆﾐｽﾞﾅｲｶｲｲﾝ,訪問看護,松山市勝山町1ｰ1-5,,33.8372267,132.7755171,,,,,＊,3810121784,,,,,
38201,0000002175,愛媛県,松山市,谷水内科医院,ﾀﾆﾐｽﾞﾅｲｶｲｲﾝ,居宅療養管理指導,松山市勝山町1ｰ1-5,,33.8372267,132.7755171,,,,,＊,3810121784,,,,,
38201,0000002176,愛媛県,松山市,谷水内科医院,ﾀﾆﾐｽﾞﾅｲｶｲｲﾝ,通所リハビリテーション,松山市勝山町1ｰ1-5,,33.8372267,132.7755171,089-941-7222,,,,＊,3810121784,,,,,
38201,0000002177,愛媛県,松山市,谷水内科医院,ﾀﾆﾐｽﾞﾅｲｶｲｲﾝ,介護予防訪問看護,松山市勝山町1ｰ1-5,,33.8372267,132.7755171,089-941-7222,,,,＊,3810121784,,,,,
38201,0000002178,愛媛県,松山市,谷水内科医院,ﾀﾆﾐｽﾞﾅｲｶｲｲﾝ,介護予防居宅療養管理指導,松山市勝山町1ｰ1-5,,33.8372267,132.7755171,089-941-7222,,,,＊,3810121784,,,,,
38201,0000002179,愛媛県,松山市,谷水内科医院,ﾀﾆﾐｽﾞﾅｲｶｲｲﾝ,介護予防通所リハビリテーション,松山市勝山町1ｰ1-5,,33.8372267,132.7755171,089-941-7222,,,,＊,3810121784,,,,,
38201,0000002180,愛媛県,松山市,大城外科胃腸科,ｵｵｼﾛｹﾞｶｲﾁｮｳｶ,訪問看護,松山市余戸東1-11-38,,33.8154263,132.7396551,089-971-5131,,,,大城　悦郎,3810124119,,,,,
38201,0000002181,愛媛県,松山市,大城外科胃腸科,ｵｵｼﾛｹﾞｶｲﾁｮｳｶ,通所リハビリテーション,松山市余戸東1-11-38,,33.8154263,132.7396551,089-971-5131,,089-971-5335,,大城　悦郎,3810124119,,,,,
38201,0000002182,愛媛県,松山市,大城外科胃腸科,ｵｵｼﾛｹﾞｶｲﾁｮｳｶ,介護予防訪問看護,松山市余戸東1-11-38,,33.8154263,132.7396551,089-971-5131,,,,大城　悦郎,3810124119,,,,,
38201,0000002183,愛媛県,松山市,大城外科胃腸科,ｵｵｼﾛｹﾞｶｲﾁｮｳｶ,介護予防通所リハビリテーション,松山市余戸東1-11-38,,33.8154263,132.7396551,089-971-5131,,089-971-5335,,大城　悦郎,3810124119,,,,,
38201,0000002184,愛媛県,松山市,青地内科循環器科医院,ｱｵｼﾞﾅｲｶｼﾞｭﾝｶﾝｷｶｲｲﾝ,居宅療養管理指導,松山市余戸南4ｰ15-3,,33.8107614,132.7282152,,,,,＊,3810124366,,,,,
38201,0000002185,愛媛県,松山市,青地内科循環器科医院,ｱｵｼﾞﾅｲｶｼﾞｭﾝｶﾝｷｶｲｲﾝ,通所リハビリテーション,松山市余戸南4ｰ15-3,,33.8107614,132.7282152,089-971-1811,,,,＊,3810124366,,,,,
